advice	advise
nerd	nude
new	nude
news	nude
newt	nude
nod	nude
noon	nude
noose	nude
budge	nudge
fudge	nudge
duke	nuke
knock	nuke
neck	nuke
new	nuke
news	nuke
newt	nuke
nick	nuke
nook	nuke
noon	nuke
noose	nuke
nude	nuke
dull	null
gull	null
hull	null
kneel	null
nil	null
none	null
bum	numb
come	numb
dumb	numb
gum	numb
hum	numb
mum	numb
none	numb
null	numb
number	numbers
numeral	numerous
bun	nun
done	nun
fun	nun
gun	nun
noon	nun
null	nun
numb	nun
curse	nurse
nerd	nurse
nerve	nurse
niece	nurse
noose	nurse
but	nut
butt	nut
cut	nut
gut	nut
hut	nut
knit	nut
knot	nut
neat	nut
net	nut
newt	nut
none	nut
not	nut
null	nut
numb	nut
nun	nut
cache	cashew
cash	cashew
nutrition	nutritious
guts	nuts
nut	nuts
naughty	nutty
nut	nutty
nuts	nutty
nylon	nylons
lymph	nymph
book	oak
cook	oak
hook	oak
look	oak
nook	oak
oak	coke
oak	folk
air	oar
all	oar
are	oar
ear	oar
heir	oar
oar	aura
oar	boar
oar	bore
oar	core
oar	corps
oar	door
oar	for
oar	fore
oar	four
oar	gore
oar	lore
oar	more
oar	nor
foot	oat
oak	oat
oat	boat
oat	coat
oat	goat
oat	moat
oat	mote
oat	note
gush	mush
hush	mush
lush	mush
mash	mush
mesh	mush
muck	mush
mud	mush
muff	mush
mug	mush
mum	mush
mush	much
obedience	obedient
oblivion	oblivious
oboe	hobo
attain	obtain
obtain	abstain
adult	occult
cult	occult
cushion	ocean
ocean	lotion
ocean	motion
ocean	notion
ad	odd
add	odd
are	odd
awe	odd
id	odd
odd	cod
odd	nod
odd	odds
eve	of
of	dove
of	love
crumb	from
drum	from
all	off
if	off
oar	off
amend	offend
ascend	offend
attend	offend
offend	defend
fence	offense
offend	offense
defend	defense
offense	defense
offensive	defensive
author	offer
fir	offer
fur	offer
off	offer
office	officer
office	often
odor	ogre
oh	doe
oh	dough
oh	foe
oh	go
oh	hoe
oh	know
oh	low
oh	mow
oh	no
oh	oak
oh	oat
oak	ohm
oat	ohm
oh	ohm
ohm	comb
ohm	dome
ohm	foam
ohm	home
aisle	oil
ale	oil
all	oil
bill	oil
dill	oil
fill	oil
hill	oil
ill	oil
isle	oil
kill	oil
mill	oil
nil	oil
oil	boil
oil	coil
oil	foil
lily	oily
oil	oily
obey	okay
old	bold
old	cold
old	fold
old	gold
old	hold
old	mold
odor	older
old	older
older	folder
older	holder
ocean	omen
an	on
are	on
awe	on
earn	on
in	on
inn	on
odd	on
on	con
on	honor
bun	one
done	one
fun	one
gun	one
none	one
nun	one
one	once
only	lonely
ocean	open
omen	open
opal	open
open	opener
operate	operator
aggressive	oppressive
oppressive	depressive
apt	opt
art	opt
optic	optics
auction	option
elf	else
elk	else
else	ex
aura	oral
oral	choral
oral	coral
oral	moral
aura	orb
oar	orb
order	border
order	ordered
air	ore
all	ore
are	ore
ear	ore
heir	ore
off	ore
ore	aura
ore	boar
ore	bore
ore	core
ore	corps
ore	door
ore	for
ore	fore
ore	four
ore	gore
ore	lore
ore	more
ore	nor
ore	orb
organize	organized
organ	organs
often	orphan
organ	orphan
either	other
other	mother
eater	otter
honor	otter
butch	ouch
ouch	couch
ounce	bounce
our	hours
hour	ours
our	ours
foot	out
hour	out
oat	out
our	out
out	doubt
out	ouch
outdoor	outdoors
hour	outer
ouch	outer
our	outer
out	outer
outside	outsider
outfit	outwit
opal	oval
even	oven
odor	over
ogre	over
over	ovary
ovary	oversee
owe	doe
owe	dough
owe	foe
owe	go
owe	hoe
owe	know
owe	low
owe	mow
owe	no
owe	oak
owe	oat
owe	ohm
aisle	owl
bull	owl
full	owl
hour	owl
isle	owl
our	owl
out	owl
owl	foul
owl	fowl
owl	howl
oak	own
oat	own
oh	own
ohm	own
owe	own
own	bone
own	cone
own	known
own	loan
own	lone
own	moan
old	owned
own	owned
odor	owner
ogre	owner
over	owner
own	owner
owned	owner
owner	boner
owner	donor
owner	loner
ax	ox
axe	ox
ex	ox
ox	box
ox	fox
ox	lox
auction	oxen
awe	pa
law	pa
ma	pa
ace	pace
base	pace
case	pace
face	pace
lace	pace
back	pack
hack	pack
lack	pack
lacking	packing
act	pact
fact	pact
pack	pact
pact	packet
ad	pad
add	pad
bad	pad
dad	pad
fad	pad
lad	pad
mad	pad
pack	pad
packing	padding
padded	paddle
padded	paddock
paddle	paddock
daddy	paddy
pad	paddy
age	page
cage	page
gauge	page
aid	paid
aide	paid
fade	paid
laid	paid
made	paid
maid	paid
pace	paid
paid	page
ale	pail
bail	pail
bale	pail
fail	pail
gale	pail
hail	pail
mail	pail
male	pail
nail	pail
pace	pail
paid	pail
cane	pain
gain	pain
lane	pain
main	pain
mane	pain
pace	pain
paid	pain
pail	pain
heating	hurting
pain	pains
faint	paint
pain	paint
pains	paint
cab	dab
dab	dad
dab	dam
dab	damn
dab	dash
dab	drab
dab	dub
dab	jab
dab	lab
hacker	lacquer
lack	lacquer
lacquer	ladder
lacquer	lather
lacquer	latter
lacquer	lax
lacquer	liqueur
lacquer	liquor
lacquer	locker
paint	painter
air	pair
bare	pair
bear	pair
care	pair
dare	pair
fair	pair
fare	pair
hair	pair
hare	pair
heir	pair
mare	pair
gal	pal
pack	pal
pad	pal
callous	palace
malice	palace
ballot	palate
packet	palate
palace	palate
ale	pale
bail	pale
bale	pale
fail	pale
gale	pale
hail	pale
mail	pale
male	pale
nail	pale
pace	pale
paid	pale
pain	pale
balm	palm
bomb	palm
calm	palm
mom	palm
pa	palm
bullet	booklet
an	pan
ban	pan
can	pan
fan	pan
man	pan
pack	pan
pad	pan
pal	pan
cane	pane
gain	pane
lane	pane
main	pane
mane	pane
pace	pane
paid	pane
pail	pane
pale	pane
pane	pains
pane	paint
paddle	panel
manic	panic
ant	pant
aunt	pant
pact	pant
pan	pant
pant	pants
anti	panty
pansy	panty
pant	panty
pants	panty
panty	pantry
fire	flyer
flies	flyer
flight	flyer
flour	flyer
flower	flyer
fly	flyer
flyer	friar
liar	flyer
paper	papers
are	par
bar	par
car	par
far	par
pa	par
pair	par
palm	par
charade	parade
paid	parade
indent	intent
indent	invent
mobile	immobile
paranoia	paranoid
garden	pardon
parent	apparent
arc	park
bark	park
dark	park
lark	park
mark	park
par	park
park	parka
marking	parking
beret	parrot
ferret	parrot
merit	parrot
parrot	parent
art	part
cart	part
dart	part
heart	part
par	part
park	part
part	apart
martial	partial
parcel	partial
article	particle
arts	parts
hearts	parts
part	parts
hearty	party
part	party
parts	party
ass	pass
bass	pass
gas	pass
lass	pass
mass	pass
pack	pass
pad	pass
pal	pass
pan	pass
packing	passing
padding	passing
fashion	passion
intend	intense
intense	intent
massive	passive
passing	passive
cast	past
fast	past
last	past
mast	past
pact	past
pant	past
pass	past
based	paste
haste	paste
pace	paste
paint	paste
faster	pastor
master	pastor
past	pastor
pastor	pasture
at	pat
bat	pat
cat	pat
fat	pat
hat	pat
mat	pat
pack	pat
pad	pat
pal	pat
pan	pat
pass	pat
pat	pact
pat	pant
pat	past
catch	patch
hatch	patch
latch	patch
match	patch
pat	patch
maternal	paternal
pathetic	apathetic
mythology	pathology
await	awake
away	await
patience	patient
pattern	patterned
gauze	pause
haw	paw
pa	paw
paw	pause
dawn	pawn
fawn	pawn
gone	pawn
lawn	pawn
pan	pawn
pause	pawn
paw	pawn
bay	pay
day	pay
gay	pay
hay	pay
lay	pay
may	pay
pay	pace
pay	paid
pay	pail
pay	pain
pay	pale
pay	pane
patient	payment
payment	pavement
be	pea
bee	pea
fee	pea
he	pea
key	pea
knee	pea
me	pea
pa	pea
paw	pea
cease	peace
lease	peace
niece	peace
pass	peace
pea	peace
beach	peach
each	peach
leech	peach
patch	peach
beak	peak
chic	peak
geek	peak
leak	peak
leek	peak
meek	peak
pack	peak
pea	peak
peace	peak
peanut	peanuts
air	pear
bare	pear
bear	pear
care	pear
dare	pear
fair	pear
fare	pear
hair	pear
hare	pear
heir	pear
mare	pear
par	pear
curl	pearl
earl	pearl
girl	pearl
pal	pearl
money	mushy
muddy	mushy
muggy	mushy
mummy	mushy
mush	mushy
parent	peasant
beat	peat
eat	peat
feat	peat
heat	peat
meat	peat
meet	peat
neat	peat
pat	peat
pea	peat
peace	peat
peak	peat
peat	peach
peacock	pecan
medal	pedal
meddle	pedal
paddle	pedal
pebble	pedal
be	pee
bee	pee
fee	pee
he	pee
key	pee
knee	pee
me	pee
pa	pee
paw	pee
pee	peace
pee	peak
pee	peat
beak	peek
chic	peek
geek	peek
leak	peek
leek	peek
meek	peek
pack	peek
pea	peek
peace	peek
peat	peek
pee	peek
deal	peel
eel	peel
feel	peel
heal	peel
heel	peel
kneel	peel
meal	peel
pal	peel
pea	peel
peace	peel
peak	peel
pearl	peel
peat	peel
pee	peel
peek	peel
peel	appeal
dealer	peeler
peel	peeler
beep	peep
deep	peep
heap	peep
keep	peep
leap	peep
pea	peep
peace	peep
peak	peep
peat	peep
pee	peep
peek	peep
peel	peep
beer	peer
dear	peer
deer	peer
ear	peer
fear	peer
gear	peer
hear	peer
here	peer
near	peer
pair	peer
par	peer
pear	peer
peer	appear
beg	peg
egg	peg
keg	peg
leg	peg
pair	peg
pear	peg
belt	pelt
felt	pelt
melt	pelt
den	pen
hen	pen
men	pen
pair	pen
pan	pen
pawn	pen
pear	pen
peg	pen
ending	pending
mending	pending
peanut	penis
penis	peanuts
any	penny
many	penny
pen	penny
mention	pension
pension	pensioner
pair	pep
pear	pep
peep	pep
peg	pep
pen	pep
leper	pepper
pep	pepper
penny	peppy
pep	peppy
pepper	peppy
fir	per
fur	per
her	per
pa	per
paw	per
pea	per
pee	per
per	pearl
birch	perch
patch	perch
peach	perch
bone	hone
cone	hone
hoe	hone
hole	hone
home	hone
hone	hope
hone	hose
hone	known
hone	loan
hone	lone
hone	moan
own	hone
perform	performer
feral	peril
parrot	peril
pebble	peril
pedal	peril
peril	apparel
parameter	perimeter
myriad	period
occasional	occasionally
parish	perish
irk	perk
pack	perk
peak	perk
pearl	perk
peek	perk
per	perk
murky	perky
perk	perky
persistence	persistent
personal	personnel
permanent	pertinent
arrest	pest
best	pest
guest	pest
nest	pest
past	pest
pelt	pest
pastor	pester
pest	pester
bet	pet
debt	pet
get	pet
let	pet
net	pet
pair	pet
pat	pet
pear	pet
peat	pet
peg	pet
pen	pet
pep	pet
pet	pelt
pet	pest
kettle	petal
metal	petal
pebble	petal
pedal	petal
peril	petal
patrol	petrol
penny	petty
peppy	petty
pet	petty
cue	pew
ewe	pew
few	pew
hue	pew
days	phase
daze	phase
face	phase
fade	phase
fail	phase
faith	phase
fake	phase
fame	phase
fate	phase
fizz	phase
gaze	phase
haze	phase
maize	phase
maze	phase
peasant	pheasant
bone	phone
cone	phone
foal	phone
foam	phone
foe	phone
folk	phone
hone	phone
known	phone
loan	phone
lone	phone
moan	phone
own	phone
foamy	phoney
phone	phoney
foamy	phony
phone	phony
photocopy	photocopier
photographer	photography
catch	catchy
catcher	catchy
craze	phrase
frail	phrase
frame	phrase
fray	phrase
freight	phrase
fries	phrase
graze	phrase
phase	phrase
buy	pi
by	pi
bye	pi
die	pi
dye	pi
eye	pi
guy	pi
high	pi
lie	pi
my	pi
pay	pi
ache	pick
dick	pick
hick	pick
kick	pick
lick	pick
nick	pick
pack	pick
peak	pick
peek	pick
peer	pick
perk	pick
pick	epic
packet	picket
nickel	pickle
picket	pickle
fickle	fiddle
fickle	nickel
fickle	pickle
perky	picky
pick	picky
captain	caption
buy	pie
by	pie
bye	pie
die	pie
dye	pie
eye	pie
guy	pie
high	pie
lie	pie
my	pie
pay	pie
cease	piece
lease	piece
niece	piece
pass	piece
pea	piece
peak	piece
peat	piece
pee	piece
peek	piece
peel	piece
peep	piece
beer	pier
dear	pier
deer	pier
ear	pier
fear	pier
gear	pier
hear	pier
here	pier
near	pier
pair	pier
par	pier
pear	pier
pick	pier
pier	appear
fierce	pierce
peer	pierce
pier	pierce
pierce	pierced
big	pig
dig	pig
fig	pig
gig	pig
peer	pig
peg	pig
pick	pig
pier	pig
calm	cop
cap	cop
car	cop
cause	cop
cob	cop
cock	cop
cod	cop
con	cop
cop	carp
cop	copper
cop	copy
cop	cot
cop	cough
cop	crop
cop	cup
cop	hop
cop	keep
cop	mop
picky	piggy
pig	piggy
bike	pike
dyke	pike
hike	pike
like	pike
pi	pike
pick	pike
pie	pike
aisle	pile
file	pile
isle	pile
mile	pile
pail	pile
pale	pile
pi	pile
pie	pile
pike	pile
pile	piles
aisle	pill
ale	pill
bill	pill
dill	pill
fill	pill
hill	pill
ill	pill
isle	pill
kill	pill
mill	pill
nil	pill
oil	pill
pal	pill
pearl	pill
peel	pill
peer	pill
pick	pill
pier	pill
pig	pill
pill	pail
pill	pale
pill	pile
killer	pillar
peeler	pillar
pill	pillar
kilo	pillow
dimple	pimple
bin	pin
fin	pin
inn	pin
kin	pin
pan	pin
pawn	pin
peer	pin
pen	pin
pick	pin
pier	pin
pig	pin
pill	pin
pin	pain
pin	pane
finch	pinch
inch	pinch
lynch	pinch
dine	pine
fine	pine
line	pine
mine	pine
nine	pine
pain	pine
pane	pine
pi	pine
pie	pine
pike	pine
pile	pine
pin	pine
king	ping
peer	ping
pick	ping
pier	ping
pig	ping
pill	ping
pin	ping
ink	pink
link	pink
mink	pink
pick	pink
ping	pink
kinky	pinkie
picky	pinkie
pink	pinkie
paint	pint
pine	pint
hype	pipe
pi	pipe
pie	pipe
pike	pipe
pile	pipe
pine	pipe
pilot	pirate
ace	piss
hiss	piss
ice	piss
kiss	piss
miss	piss
pass	piss
peace	piss
peer	piss
pick	piss
piece	piss
pier	piss
pig	piss
pill	piss
pin	piss
ping	piss
piss	pace
piss	pierce
pistol	piston
bit	pit
eight	pit
fit	pit
hit	pit
it	pit
kit	pit
knit	pit
lit	pit
mitt	pit
pat	pit
peat	pit
peer	pit
pet	pit
pick	pit
pier	pit
pig	pit
pill	pit
pin	pit
ping	pit
piss	pit
peach	pita
peat	pita
bitch	pitch
ditch	pitch
hitch	pitch
itch	pitch
patch	pitch
peach	pitch
perch	pitch
pit	pitch
pitch	pinch
pitch	pitcher
pitcher	picture
city	pity
kitty	pity
petty	pity
picky	pity
piggy	pity
pit	pity
pitch	pity
picky	pixie
pita	pizza
lace	place
pace	place
place	plague
glad	plaid
lad	plaid
pad	plaid
lane	plain
pain	plain
pane	plain
place	plain
plague	plain
clan	plan
flan	plan
pan	plan
plaid	plan
lane	plane
pain	plane
pane	plane
place	plane
plague	plane
incline	inclined
blank	plank
organize	organizer
organized	organizer
plan	planner
pant	plant
plan	plant
planner	plant
plant	planet
planning	planting
black	plaque
clack	plaque
lack	plaque
pack	plaque
plaid	plaque
plan	plaque
plaque	plank
blaster	plaster
pastor	plaster
elastic	plastic
late	plate
place	plate
plague	plate
plain	plate
plane	plate
flatter	platter
latter	platter
planner	platter
platter	plaster
clay	play
lay	play
pay	play
play	place
play	plague
play	plain
play	plane
play	plate
layer	player
place	player
plague	player
plain	player
plane	player
plate	player
play	player
laying	playing
playing	plaything
alley	plea
early	plea
flea	plea
flee	plea
glee	plea
pea	plea
pee	plea
bleed	plead
plaid	plead
plea	plead
peasant	pleasant
plea	please
plead	please
plead	pleased
please	pleased
leisure	pleasure
ledge	pledge
oak	oath
oat	oath
oath	both
oath	loath
oh	oath
oath	ohm
owe	oath
oath	own
liable	pliable
blot	plot
lot	plot
allow	plough
allow	plow
cluck	pluck
luck	pluck
plaque	pluck
lug	plug
pluck	plug
glum	plum
pluck	plum
plug	plum
glum	plumb
pluck	plumb
plug	plumb
plum	plumber
plumb	plumber
lump	plump
plum	plump
plumb	plump
plumber	plump
plunder	plunge
plunder	plunger
plunge	plunger
pluck	plus
plug	plus
plum	plus
plumb	plus
coach	poach
packet	pocket
picket	pocket
cod	pod
nod	pod
odd	pod
pa	pod
pad	pod
palm	pod
par	pod
hike	haiku
haiku	hiker
poem	poet
paint	point
pint	point
point	appoint
picket	pivot
painter	pointer
point	pointer
noise	poise
pause	poise
poise	poised
coke	poke
folk	poke
oak	poke
poke	poker
blush	flush
flash	flush
flesh	flush
flood	flush
fluff	flush
lush	flush
poker	polar
bowl	pole
coal	pole
dole	pole
foal	pole
goal	pole
hole	pole
knoll	pole
mole	pole
poke	pole
pole	polar
polish	polished
delight	polite
banner	manner
man	manner
manner	manners
manner	matter
politic	politics
bowl	poll
coal	poll
dole	poll
foal	poll
goal	poll
hole	poll
knoll	poll
mole	poll
poke	poll
poll	polar
fallen	pollen
palm	pomp
bond	pond
fond	pond
pod	pond
pond	ponder
gong	pong
long	pong
pause	pong
paw	pong
pawn	pong
ping	pong
phoney	pony
phony	pony
doodle	poodle
noodle	poodle
paddle	poodle
pedal	poodle
goof	poof
hoof	poof
cool	pool
fool	pool
pal	pool
pearl	pool
peel	pool
pill	pool
poof	pool
dupe	poop
goop	poop
hoop	poop
loop	poop
peep	poop
pep	poop
poof	poop
pool	poop
lure	poor
pair	poor
par	poor
pear	poor
peer	poor
pier	poor
deprive	deprived
cop	pop
hop	pop
mop	pop
pa	pop
palm	pop
par	pop
peep	pop
pep	pop
pod	pop
poop	pop
pop	papa
pop	pomp
cope	pope
dope	pope
hope	pope
poke	pope
pole	pope
poll	pope
copy	poppy
papa	poppy
peppy	poppy
pop	poppy
cork	pork
fork	pork
park	pork
born	porn
corn	porn
horn	porn
mourn	porn
pawn	porn
pork	porn
court	port
fort	port
part	port
pork	port
porn	port
port	porch
mortal	portal
doze	pose
hose	pose
nose	pose
poke	pose
pole	pose
poll	pose
pope	pose
pose	oppose
gosh	posh
pa	posh
palm	posh
par	posh
pod	posh
pop	posh
physician	position
position	opposition
possess	possessed
position	possession
awesome	possum
boast	post
coast	post
ghost	post
host	post
most	post
poet	post
coaster	poster
post	poster
pasture	posture
cot	pot
dot	pot
hot	pot
knot	pot
lot	pot
not	pot
pa	pot
palm	pot
par	pot
pat	pot
peat	pot
pet	pot
pit	pot
pod	pot
pop	pot
posh	pot
pot	part
pot	plot
lotion	potion
motion	potion
notion	potion
ocean	potion
otter	potter
pot	potter
lottery	pottery
potter	pottery
petty	potty
pity	potty
poppy	potty
pot	potty
potter	potty
potty	party
potty	pottery
couch	pouch
ouch	pouch
poach	pouch
poetry	poultry
bounce	pounce
ounce	pounce
around	pound
bound	pound
found	pound
hound	pound
mound	pound
pounce	pound
boar	pour
bore	pour
core	pour
corps	pour
door	pour
for	pour
fore	pour
four	pour
gore	pour
lore	pour
more	pour
nor	pour
oar	pour
ore	pour
pair	pour
par	pour
pause	pour
paw	pour
pawn	pour
pear	pour
peer	pour
pier	pour
pong	pour
poor	pour
pour	pork
pour	porn
pour	port
hour	power
our	power
power	powder
beverage	leverage
craze	praise
graze	praise
phrase	praise
praise	appraise
exalt	exhaust
frank	prank
plank	prank
drawn	prawn
pawn	prawn
fray	pray
gray	pray
grey	pray
pay	pray
play	pray
pray	praise
pair	prayer
pear	prayer
prayer	prairie
breach	preach
peach	preach
creature	preacher
preach	preacher
bias	pious
bias	biased
prejudice	prejudiced
peasant	present
pleasant	present
presence	present
gifted	lifted
dress	press
prayer	press
pretend	pretender
pretend	pretense
gritty	pretty
pity	pretty
flour	flowery
flower	flowery
fray	prey
gray	prey
grey	prey
pay	prey
play	prey
prey	praise
price	pricey
brick	prick
pick	prick
pike	prick
bride	pride
fried	pride
price	pride
crime	prime
grime	prime
price	prime
pride	prime
paint	print
pint	print
point	print
prince	print
painter	printer
pointer	printer
print	printer
painting	printing
dryer	prior
friar	prior
price	prior
pride	prior
prime	prior
importance	important
poison	prison
prism	prison
prison	prisoner
pretty	prissy
prissy	pricey
brim	prim
grim	prim
prick	prim
prim	prime
privilege	privileged
fries	prize
praise	prize
price	prize
pride	prize
prime	prize
prior	prize
arrow	pro
crow	pro
grow	pro
pro	probe
complain	complaint
process	processor
pod	prod
produce	producer
procession	profession
instruct	instructor
educate	educator
lecture	lecturer
program	programmer
palm	prom
prim	prom
prod	prom
drone	prone
groan	prone
grown	prone
pro	prone
probe	prone
poof	proof
crop	prop
drop	prop
pop	prop
prod	prop
prom	prop
propel	propeller
prop	proper
proprietor	propriety
pose	prose
pro	prose
probe	prose
prone	prose
proper	prosper
imp	pimp
limp	pimp
pimp	pomp
cooker	hooker
hacker	hooker
hook	hooker
hooked	hooker
protect	protector
occupy	occupied
protein	proton
crowd	proud
pride	proud
groove	prove
proof	prove
prove	approve
provide	provider
prawn	prune
proof	prune
prove	prune
cry	pry
dry	pry
fry	pry
pi	pry
pie	pry
pray	pry
prey	pry
pry	price
pry	pride
pry	prime
pry	prior
pry	prize
crying	prying
frying	prying
cub	pub
dub	pub
hub	pub
adolescence	adolescent
public	publish
publish	publisher
buck	puck
duck	puck
fuck	puck
luck	puck
muck	puck
pack	puck
peak	puck
peek	puck
perk	puck
pick	puck
pub	puck
puck	pluck
puck	pucker
padding	pudding
cuddle	puddle
muddle	puddle
paddle	puddle
pedal	puddle
poodle	puddle
buff	puff
cuff	puff
muff	puff
poof	puff
pub	puff
puck	puff
puff	puffy
curl	hurl
earl	hurl
girl	hurl
hall	hurl
haul	hurl
heal	hurl
heard	hurl
heel	hurl
hell	hurl
her	hurl
herd	hurl
hers	hurl
hill	hurl
hull	hurl
hurl	hurry
hurl	hurt
hurl	pearl
pew	puke
bull	pull
full	pull
owl	pull
pal	pull
pearl	pull
peel	pull
pill	pull
pool	pull
poor	pull
pull	pole
pull	poll
jump	jumper
jumper	jumpy
gulp	pulp
pulp	pulse
bump	pump
dump	pump
hump	pump
lump	pump
pimp	pump
pomp	pump
pulp	pump
pump	plump
bun	pun
done	pun
fun	pun
gun	pun
none	pun
nun	pun
one	pun
pan	pun
pawn	pun
pen	pun
pin	pun
pub	pun
puck	pun
puff	pun
bunch	punch
hunch	punch
lunch	punch
munch	punch
pinch	punch
punch	punish
bunk	punk
dunk	punk
funk	punk
hunk	punk
monk	punk
pink	punk
puck	punk
cup	pup
peep	pup
pep	pup
poop	pup
pop	pup
pub	pup
puck	pup
puff	pup
pun	pup
pup	pulp
pup	pump
peppy	puppy
poppy	puppy
puffy	puppy
pup	puppy
cure	pure
poor	pure
chase	chaste
chaser	chaste
merge	purge
people	purple
purple	purpose
fir	purr
fur	purr
her	purr
pa	purr
paw	purr
pea	purr
pee	purr
purr	pearl
purr	perk
curse	purse
nurse	purse
pass	purse
peace	purse
pearl	purse
per	purse
perk	purse
piece	purse
piss	purse
purr	purse
purse	pursue
pursue	pursuit
bus	pus
cuss	pus
fuss	pus
pass	pus
peace	pus
piece	pus
piss	pus
pub	pus
puck	pus
puff	pus
pun	pus
pup	pus
purse	pus
pus	plus
